LOC135892157	XM_065419858.1#LOC135892157
AQP9	XM_065412307.1#AQP9
ALDH1A2	XM_065412834.1#ALDH1A2
ALDH1A2	XM_065412835.1#ALDH1A2
ALDH1A2	XM_065412836.1#ALDH1A2
MYZAP	XM_065412707.1#MYZAP
CGNL1	XM_065412298.1#CGNL1
TCF12	XM_065412643.1#TCF12
ZNF280D	XM_065412709.1#ZNF280D
MNS1	XM_065412500.1#MNS1
TEX9	XM_065412661.1#TEX9
RFX7	XM_065412465.1#RFX7
NEDD4	XM_065412592.1#NEDD4
NEDD4	XM_065412590.1#NEDD4
PRTG	XM_065412642.1#PRTG
PYGO1	XM_065412806.1#PYGO1
DNAAF4	XM_065412526.1#DNAAF4
PIERCE2	XM_065412476.1#PIERCE2
CCPG1	XM_065412468.1#CCPG1
CCPG1	XM_065412466.1#CCPG1
CCPG1	XM_065412467.1#CCPG1
CCPG1	XM_065412470.1#CCPG1
CCPG1	XM_065412472.1#CCPG1
CCPG1	XM_065412469.1#CCPG1
CCPG1	XM_065412471.1#CCPG1
CCPG1	XM_065412473.1#CCPG1
PIGB	XM_065412475.1#PIGB
RAB27A	XM_065412358.1#RAB27A
RSL24D1	XM_065411573.1#RSL24D1
RSL24D1	XM_065411574.1#RSL24D1
LOC135885080	XM_065412710.1#LOC135885080
UNC13C	XM_065411637.1#UNC13C
WDR72	XM_065412337.1#WDR72
ONECUT1	XM_065412672.1#ONECUT1
ATOSA	XM_065411759.1#ATOSA
ATOSA	XM_065411760.1#ATOSA
ATOSA	XM_065411758.1#ATOSA
ARPP19	XM_065411566.1#ARPP19
ARPP19	XM_065411567.1#ARPP19
MYO5A	XM_065412371.1#MYO5A
MYO5A	XM_065412373.1#MYO5A
MYO5A	XM_065412374.1#MYO5A
MYO5A	XM_065412372.1#MYO5A
MYO5C	XM_065412438.1#MYO5C
GNB5	XM_065412711.1#GNB5
BCL2L10	XM_065412480.1#BCL2L10
MAPK6	XM_065411661.1#MAPK6
LEO1	XM_065412440.1#LEO1
LEO1	XM_065412439.1#LEO1
LOC135884465	XM_065411847.1#LOC135884465
LOC135885082	XM_065412712.1#LOC135885082
LOC135885083	XM_065412713.1#LOC135885083
LOC135884876	XM_065412441.1#LOC135884876
LOC135884876	XM_065412446.1#LOC135884876
LOC135884876	XM_065412444.1#LOC135884876
LOC135884876	XM_065412442.1#LOC135884876
LYSMD2	XM_065412044.1#LYSMD2
SCG3	XM_065412275.1#SCG3
AP4E1	XM_065412714.1#AP4E1
TNFAIP8L3	XM_065412486.1#TNFAIP8L3
LOC135884503	XM_065411913.1#LOC135884503
GLDN	XM_065412677.1#GLDN
DMXL2	XM_065412499.1#DMXL2
DMXL2	XM_065412497.1#DMXL2
DMXL2	XM_065412495.1#DMXL2
DMXL2	XM_065412493.1#DMXL2
DMXL2	XM_065412496.1#DMXL2
DMXL2	XM_065412494.1#DMXL2
DMXL2	XM_065412492.1#DMXL2
SEMA6D	XM_065411621.1#SEMA6D
SEMA6D	XM_065411625.1#SEMA6D
SEMA6D	XM_065411622.1#SEMA6D
SEMA6D	XM_065411624.1#SEMA6D
SEMA6D	XM_065411623.1#SEMA6D
SEMA6D	XM_065411626.1#SEMA6D
SLC24A5	XM_065412464.1#SLC24A5
MYEF2	XM_065411921.1#MYEF2
CTXN2	XM_065412743.1#CTXN2
SLC12A1	XM_065412665.1#SLC12A1
SLC12A1	XM_065412666.1#SLC12A1
DUT	XM_065412363.1#DUT
DUT	XM_065412364.1#DUT
FBN1	XM_065412313.1#FBN1
CEP152	XM_065412367.1#CEP152
SHC4	XM_065412153.1#SHC4
SECISBP2L	XM_065411767.1#SECISBP2L
COPS2	XM_065411652.1#COPS2
COPS2	XM_065411651.1#COPS2
GALK2	XM_065412144.1#GALK2
FAM227B	XM_065412142.1#FAM227B
FGF7	XM_065412145.1#FGF7
DTWD1	XM_065411852.1#DTWD1
DTWD1	XM_065411855.1#DTWD1
DTWD1	XM_065411853.1#DTWD1
DTWD1	XM_065411851.1#DTWD1
DTWD1	XM_065411856.1#DTWD1
LOC135884651	XM_065412128.1#LOC135884651
ATP8B4	XM_065412715.1#ATP8B4
AFG2B	XM_065412318.1#AFG2B
C10H15orf48	XM_065411843.1#C10H15orf48
SLC30A4	XM_065412333.1#SLC30A4
BLOC1S6	XM_065411613.1#BLOC1S6
SQOR	XM_065411835.1#SQOR
SQOR	XM_065411837.1#SQOR
LOC135884458	XM_065411838.1#LOC135884458
LOC135885144	XM_065412784.1#LOC135885144
SPPL2A	XM_065411943.1#SPPL2A
TRPM7	XM_065412022.1#TRPM7
LOC135885087	XM_065412716.1#LOC135885087
USP50	XM_065412717.1#USP50
USP8	XM_065411640.1#USP8
GABPB1	XM_065411534.1#GABPB1
HDC	XM_065411480.1#HDC
SLC27A2	XM_065411996.1#SLC27A2
SLC27A2	XM_065411995.1#SLC27A2
GATM	XM_065412240.1#GATM
PDE8A	XM_065412598.1#PDE8A
FSD2	XM_065412756.1#FSD2
WHAMM	XM_065412195.1#WHAMM
HOMER2	XM_065412599.1#HOMER2
RAMAC	XM_065412252.1#RAMAC
RAMAC	XM_065412251.1#RAMAC
C10H15orf40	XM_065411753.1#C10H15orf40
BTBD1	XM_065411754.1#BTBD1
TM6SF1	XM_065412159.1#TM6SF1
HDGFL3	XM_065412221.1#HDGFL3
BNC1	XM_065412383.1#BNC1
SH3GL3	XM_065412119.1#SH3GL3
LOC135884374	XM_065411698.1#LOC135884374
LOC135884374	XM_065411699.1#LOC135884374
ADAMTSL3	XM_065412052.1#ADAMTSL3
SAXO2	XM_065412719.1#SAXO2
EFL1	XM_065411755.1#EFL1
MEX3B	XM_065412418.1#MEX3B
TMC3	XM_065412720.1#TMC3
STARD5	XM_065412644.1#STARD5
IL16	XM_065412054.1#IL16
CFAP161	XM_065412778.1#CFAP161
TLNRD1	XM_065412357.1#TLNRD1
MESD	XM_065411983.1#MESD
CEMIP	XM_065412255.1#CEMIP
LOC135884700	XM_065412219.1#LOC135884700
ABHD17C	XM_065412402.1#ABHD17C
ARNT2	XM_065411581.1#ARNT2
CTXND1	XM_065411537.1#CTXND1
FAH	XM_065412416.1#FAH
ZFAND6	XM_065411679.1#ZFAND6
ZFAND6	XM_065411680.1#ZFAND6
BCL2A1	XM_065412828.1#BCL2A1
MTHFS	XM_065412773.1#MTHFS
MINAR1	XM_065411484.1#MINAR1
WDR93	XM_065412744.1#WDR93
PEX11A	XM_065412770.1#PEX11A
PEX11A	XM_065412771.1#PEX11A
PLIN1	XM_065412618.1#PLIN1
LOC135885091	XM_065412721.1#LOC135885091
KIF7	XM_065412127.1#KIF7
TICRR	XM_065412361.1#TICRR
RHCG	XM_065412152.1#RHCG
POLG	XM_065412850.1#POLG
FANCI	XM_065412851.1#FANCI
RLBP1	XM_065412823.1#RLBP1
ABHD2	XM_065412328.1#ABHD2
MFGE8	XM_065412310.1#MFGE8
HAPLN3	XM_065412450.1#HAPLN3
ACAN	XM_065411814.1#ACAN
ISG20	XM_065412820.1#ISG20
AEN	XM_065412597.1#AEN
DET1	XM_065412319.1#DET1
MRPS11	XM_065411596.1#MRPS11
MRPL46	XM_065411595.1#MRPL46
NTRK3	XM_065412797.1#NTRK3
NTRK3	XM_065412798.1#NTRK3
NTRK3	XM_065412800.1#NTRK3
NTRK3	XM_065412801.1#NTRK3
NTRK3	XM_065412802.1#NTRK3
AGBL1	XM_065412235.1#AGBL1
KLHL25	XM_065412435.1#KLHL25
AKAP13	XM_065411485.1#AKAP13
LOC135884230	XM_065411486.1#LOC135884230
SV2B	XM_065412160.1#SV2B
SV2B	XM_065412161.1#SV2B
SLCO3A1	XM_065412462.1#SLCO3A1
ST8SIA2	XM_065412346.1#ST8SIA2
ST8SIA2	XM_065412347.1#ST8SIA2
LOC135885092	XM_065412722.1#LOC135885092
FAM174B	XM_065411503.1#FAM174B
CHD2	XM_065412342.1#CHD2
RGMA	XM_065412353.1#RGMA
MCTP2	XM_065411604.1#MCTP2
NR2F2	XM_065411902.1#NR2F2
NR2F2	XM_065411899.1#NR2F2
NR2F2	XM_065411900.1#NR2F2
NR2F2	XM_065411901.1#NR2F2
ARRDC4	XM_065411697.1#ARRDC4
LOC135885207	XM_065412858.1#LOC135885207
PGPEP1L	XM_065412491.1#PGPEP1L
IGF1R	XM_065412490.1#IGF1R
IGF1R	XM_065412489.1#IGF1R
SYNM	XM_065411526.1#SYNM
TTC23	XM_065412723.1#TTC23
LRRC28	XM_065411660.1#LRRC28
MEF2A	XM_065412847.1#MEF2A
LYSMD4	XM_065412682.1#LYSMD4
ADAMTS17	XM_065412384.1#ADAMTS17
CERS3	XM_065412292.1#CERS3
CERS3	XM_065412293.1#CERS3
LINS1	XM_065412281.1#LINS1
ASB7	XM_065412737.1#ASB7
ALDH1A3	XM_065411473.1#ALDH1A3
LRRK1	XM_065412226.1#LRRK1
CHSY1	XM_065412512.1#CHSY1
SELENOS	XM_065412140.1#SELENOS
SNRPA1	XM_065411907.1#SNRPA1
PCSK6	XM_065411497.1#PCSK6
PCSK6	XM_065411496.1#PCSK6
PLEKHO2	XM_065412724.1#PLEKHO2
ANKDD1A	XM_065412484.1#ANKDD1A
SPG21	XM_065411920.1#SPG21
CLPX	XM_065411657.1#CLPX
CLPX	XM_065411659.1#CLPX
CLPX	XM_065411656.1#CLPX
CLPX	XM_065411658.1#CLPX
PDCD7	XM_065411792.1#PDCD7
UBAP1L	XM_065412839.1#UBAP1L
KBTBD13	XM_065411487.1#KBTBD13
RASL12	XM_065412789.1#RASL12
MTFMT	XM_065412725.1#MTFMT
CILP	XM_065412600.1#CILP
LOC135884991	XM_065412612.1#LOC135884991
PARP16	XM_065411610.1#PARP16
PARP16	XM_065411611.1#PARP16
PARP16	XM_065411609.1#PARP16
IGDCC3	XM_065412684.1#IGDCC3
IGDCC4	XM_065412726.1#IGDCC4
DPP8	XM_065411569.1#DPP8
DPP8	XM_065411572.1#DPP8
DPP8	XM_065411570.1#DPP8
DPP8	XM_065411571.1#DPP8
HACD3	XM_065412220.1#HACD3
INTS14	XM_065411727.1#INTS14
INTS14	XM_065411726.1#INTS14
SLC24A1	XM_065412261.1#SLC24A1
DENND4A	XM_065412260.1#DENND4A
RAB11A	XM_065411481.1#RAB11A
MEGF11	XM_065411954.1#MEGF11
MEGF11	XM_065411955.1#MEGF11
DIS3L	XM_065411911.1#DIS3L
TIPIN	XM_065412478.1#TIPIN
MAP2K1	XM_065411904.1#MAP2K1
SNAPC5	XM_065412039.1#SNAPC5
RPL4	XM_065412793.1#RPL4
ZWILCH	XM_065412393.1#ZWILCH
LCTL	XM_065412289.1#LCTL
LCTL	XM_065412288.1#LCTL
LCTL	XM_065412287.1#LCTL
SMAD6	XM_065412254.1#SMAD6
SMAD3	XM_065411600.1#SMAD3
SMAD3	XM_065411601.1#SMAD3
SMAD3	XM_065411602.1#SMAD3
AAGAB	XM_065412297.1#AAGAB
IQCH	XM_065412129.1#IQCH
C10H15orf61	XM_065412149.1#C10H15orf61
MAP2K5	XM_065412122.1#MAP2K5
SKOR1	XM_065412675.1#SKOR1
PIAS1	XM_065412133.1#PIAS1
PIAS1	XM_065412136.1#PIAS1
PIAS1	XM_065412132.1#PIAS1
PIAS1	XM_065412131.1#PIAS1
PIAS1	XM_065412134.1#PIAS1
PIAS1	XM_065412135.1#PIAS1
CALML4	XM_065412623.1#CALML4
CLN6	XM_065412671.1#CLN6
FEM1B	XM_065411634.1#FEM1B
ITGA11	XM_065412727.1#ITGA11
CORO2B	XM_065411695.1#CORO2B
ANP32A	XM_065411677.1#ANP32A
ANP32A	XM_065411678.1#ANP32A
NOX5	XM_065412283.1#NOX5
GLCE	XM_065412740.1#GLCE
PAQR5	XM_065412411.1#PAQR5
KIF23	XM_065412729.1#KIF23
TLE3	XM_065412126.1#TLE3
TLE3	XM_065412123.1#TLE3
TLE3	XM_065412125.1#TLE3
TLE3	XM_065412124.1#TLE3
UACA	XM_065412344.1#UACA
MORF4L1	XM_065411919.1#MORF4L1
MORF4L1	XM_065411918.1#MORF4L1
LOC135885040	XM_065412681.1#LOC135885040
ADAMTS7	XM_065412189.1#ADAMTS7
CIAO2A	XM_065411999.1#CIAO2A
SPG11	XM_065411830.1#SPG11
EIF3J	XM_065411584.1#EIF3J
CTDSPL2	XM_065412150.1#CTDSPL2
GOLM2	XM_065411746.1#GOLM2
GOLM2	XM_065411747.1#GOLM2
GOLM2	XM_065411745.1#GOLM2
FRMD5	XM_065412241.1#FRMD5
FRMD5	XM_065412242.1#FRMD5
FRMD5	XM_065412243.1#FRMD5
FRMD5	XM_065412244.1#FRMD5
FRMD5	XM_065412246.1#FRMD5
WDR76	XM_065412417.1#WDR76
BLM	XM_065412351.1#BLM
CTSH	XM_065412407.1#CTSH
RASGRF1	XM_065412236.1#RASGRF1
ANKRD34C	XM_065412751.1#ANKRD34C
TMED3	XM_065412412.1#TMED3
LOC135885100	XM_065412730.1#LOC135885100
LOC135885101	XM_065412731.1#LOC135885101
LOC135885175	XM_065412821.1#LOC135885175
ANPEP	XM_065412053.1#ANPEP
ARPIN	XM_065412400.1#ARPIN
ZNF710	XM_065412853.1#ZNF710
IDH2	XM_065412146.1#IDH2
SEMA4B	XM_065412366.1#SEMA4B
CIB1	XM_065411811.1#CIB1
GDPGP1	XM_065412624.1#GDPGP1
TTLL13	XM_065412732.1#TTLL13
NGRN	XM_065412733.1#NGRN
HDDC3	XM_065412156.1#HDDC3
VPS33B	XM_065412041.1#VPS33B
PRC1	XM_065412335.1#PRC1
RCCD1	XM_065412658.1#RCCD1
UNC45A	XM_065411972.1#UNC45A
UNC45A	XM_065411971.1#UNC45A
LOC135884414	XM_065411768.1#LOC135884414
MAN2A2	XM_065412121.1#MAN2A2
MAN2A2	XM_065412120.1#MAN2A2
FES	XM_065411868.1#FES
FES	XM_065411867.1#FES
FES	XM_065411866.1#FES
FES	XM_065411865.1#FES
FES	XM_065411864.1#FES
FURIN	XM_065411690.1#FURIN
MFAP1	XM_065412830.1#MFAP1
HYPK	XM_065412390.1#HYPK
SERINC4	XM_065412831.1#SERINC4
SERF2	XM_065412181.1#SERF2
SERF2	XM_065412182.1#SERF2
SERF2	XM_065412183.1#SERF2
LOC135885168	XM_065412815.1#LOC135885168
ELL3	XM_065412734.1#ELL3
PDIA3	XM_065412227.1#PDIA3
CATSPER2	XM_065412735.1#CATSPER2
LOC135885153	XM_065412794.1#LOC135885153
STRC	XM_065412736.1#STRC
CKMT1A	XM_065411810.1#CKMT1A
PPIP5K1	XM_065411547.1#PPIP5K1
MAP1A	XM_065412193.1#MAP1A
TP53BP1	XM_065412843.1#TP53BP1
TUBGCP4	XM_065412844.1#TUBGCP4
LOC135885178	XM_065412825.1#LOC135885178
IQGAP1	XM_065412617.1#IQGAP1
LOC135885744	XM_065413650.1#LOC135885744
SLC4A3	XM_065413255.1#SLC4A3
STK11IP	XM_065413245.1#STK11IP
LOC135885746	XM_065413653.1#LOC135885746
INHA	XM_065413788.1#INHA
OBSL1	XM_065413654.1#OBSL1
TMEM198	XM_065413777.1#TMEM198
CHPF	XM_065413639.1#CHPF
CHPF	XM_065413641.1#CHPF
LOC135885913	XM_065413841.1#LOC135885913
ASIC4	XM_065413223.1#ASIC4
LOC135885758	XM_065413665.1#LOC135885758
GMPPA	XM_065413577.1#GMPPA
SPEGNB	XM_065412921.1#SPEGNB
SPEG	XM_065413383.1#SPEG
DES	XM_065413796.1#DES
DES	XM_065413793.1#DES
DES	XM_065413797.1#DES
DES	XM_065413795.1#DES
DES	XM_065413794.1#DES
DES	XM_065413792.1#DES
DNPEP	XM_065413655.1#DNPEP
PTPRN	XM_065413819.1#PTPRN
DNAJB2	XM_065413406.1#DNAJB2
DNAJB2	XM_065413405.1#DNAJB2
LOC135885749	XM_065413656.1#LOC135885749
LOC135885627	XM_065413455.1#LOC135885627
LOC135885620	XM_065413446.1#LOC135885620
STK16	XM_065413449.1#STK16
STK16	XM_065413448.1#STK16
STK16	XM_065413447.1#STK16
GLB1L	XM_065413658.1#GLB1L
ANKZF1	XM_065413736.1#ANKZF1
ATG9A	XM_065413119.1#ATG9A
ATG9A	XM_065413118.1#ATG9A
ABCB6	XM_065413381.1#ABCB6
ZFAND2B	XM_065413638.1#ZFAND2B
RETREG2	XM_065413150.1#RETREG2
CNPPD1	XM_065413706.1#CNPPD1
SLC23A3	XM_065413753.1#SLC23A3
NHEJ1	XM_065413821.1#NHEJ1
IHH	XM_065413635.1#IHH
LOC135885753	XM_065413659.1#LOC135885753
LOC135885891	XM_065413815.1#LOC135885891
CFAP65	XM_065413613.1#CFAP65
CRYBA2	XM_065413643.1#CRYBA2
FEV	XM_065413786.1#FEV
CDK5R2	XM_065413740.1#CDK5R2
WNT10A	XM_065413279.1#WNT10A
WNT6	XM_065413379.1#WNT6
LOC135885811	XM_065413714.1#LOC135885811
PRKAG3	XM_065413083.1#PRKAG3
TTLL4	XM_065413219.1#TTLL4
STK36	XM_065413207.1#STK36
RNF25	XM_065413798.1#RNF25
LOC135885775	XM_065413679.1#LOC135885775
ZNF142	XM_065413761.1#ZNF142
PLCD4	XM_065413660.1#PLCD4
CNOT9	XM_065413191.1#CNOT9
CNOT9	XM_065413190.1#CNOT9
USP37	XM_065413400.1#USP37
VIL1	XM_065413861.1#VIL1
CTDSP1	XM_065413501.1#CTDSP1
SLC11A1	XM_065413374.1#SLC11A1
CATIP	XM_065413842.1#CATIP
LOC135885531	XM_065413277.1#LOC135885531
LOC135885582	XM_065413390.1#LOC135885582
LOC135885269	XM_065412899.1#LOC135885269
LOC135885269	XM_065412900.1#LOC135885269
AAMP	XM_065413587.1#AAMP
GPBAR1	XM_065413860.1#GPBAR1
LOC135885803	XM_065413704.1#LOC135885803
LOC135885804	XM_065413705.1#LOC135885804
ARPC2	XM_065413084.1#ARPC2
LOC135885643	XM_065413474.1#LOC135885643
RUFY4	XM_065413661.1#RUFY4
TNS1	XM_065413663.1#TNS1
IGFBP5	XM_065413657.1#IGFBP5
IGFBP2	XM_065413286.1#IGFBP2
LOC135885855	XM_065413762.1#LOC135885855
RPL37A	XM_065413218.1#RPL37A
SMARCAL1	XM_065413283.1#SMARCAL1
SMARCAL1	XM_065413284.1#SMARCAL1
MARCHF4	XM_065413769.1#MARCHF4
XRCC5	XM_065413262.1#XRCC5
TMEM169	XM_065413854.1#TMEM169
PECR	XM_065413497.1#PECR
MAP3K2	XM_065413369.1#MAP3K2
ERCC3	XM_065413259.1#ERCC3
LOC135885271	XM_065412903.1#LOC135885271
BIN1	XM_065412904.1#BIN1
BIN1	XM_065412911.1#BIN1
BIN1	XM_065412908.1#BIN1
BIN1	XM_065412912.1#BIN1
GYPC	XM_065413432.1#GYPC
CNTNAP5	XM_065413114.1#CNTNAP5
MRAS	XM_065413378.1#MRAS
TMEM177	XM_065413442.1#TMEM177
TMEM177	XM_065413443.1#TMEM177
PTPN4	XM_065413759.1#PTPN4
LOC135885461	XM_065413177.1#LOC135885461
LOC135885760	XM_065413666.1#LOC135885760
RALB	XM_065413170.1#RALB
RALB	XM_065413169.1#RALB
RALB	XM_065413171.1#RALB
INHBB	XM_065413718.1#INHBB
GLI2	XM_065413137.1#GLI2
LOC135885718	XM_065413621.1#LOC135885718
TFCP2L1	XM_065413437.1#TFCP2L1
CLASP1	XM_065413102.1#CLASP1
CLASP1	XM_065413101.1#CLASP1
CLASP1	XM_065413097.1#CLASP1
CLASP1	XM_065413098.1#CLASP1
CLASP1	XM_065413096.1#CLASP1
CLASP1	XM_065413099.1#CLASP1
CLASP1	XM_065413100.1#CLASP1
NIFK	XM_065413428.1#NIFK
TSN	XM_065413103.1#TSN
LOC135885761	XM_065413667.1#LOC135885761
IQCB1	XM_065413637.1#IQCB1
EAF2	XM_065413730.1#EAF2
SLC15A2	XM_065413486.1#SLC15A2
HSPBAP1	XM_065413479.1#HSPBAP1
HSPBAP1	XM_065413478.1#HSPBAP1
SLC49A4	XM_065413480.1#SLC49A4
SEMA5B	XM_065413429.1#SEMA5B
PDIA5	XM_065413261.1#PDIA5
LOC135885762	XM_065413668.1#LOC135885762
SEC22A	XM_065413590.1#SEC22A
ADCY5	XM_065413070.1#ADCY5
HACD2	XM_065413697.1#HACD2
MYLK	XM_065413162.1#MYLK
MYLK	XM_065413161.1#MYLK
MYLK	XM_065413160.1#MYLK
LOC135885764	XM_065413669.1#LOC135885764
CCDC14	XM_065413593.1#CCDC14
LOC135885879	XM_065413789.1#LOC135885879
LOC135885879	XM_065413791.1#LOC135885879
KALRN	XM_065413425.1#KALRN
KALRN	XM_065413426.1#KALRN
KALRN	XM_065413427.1#KALRN
UMPS	XM_065413498.1#UMPS
ITGB5	XM_065413110.1#ITGB5
MUC13	XM_065413670.1#MUC13
SLC12A8	XM_065413612.1#SLC12A8
ZNF148	XM_065413254.1#ZNF148
SNX4	XM_065413186.1#SNX4
LOC135885767	XM_065413671.1#LOC135885767
OSBPL11	XM_065413050.1#OSBPL11
LOC135885682	XM_065413573.1#LOC135885682
LOC135885682	XM_065413574.1#LOC135885682
LMLN	XM_065413695.1#LMLN
LOC135885584	XM_065413396.1#LOC135885584
LOC135885381	XM_065413051.1#LOC135885381
DTX3L	XM_065413332.1#DTX3L
PARP9	XM_065413333.1#PARP9
FAIM	XM_065412938.1#FAIM
FAIM	XM_065412939.1#FAIM
FAIM	XM_065412941.1#FAIM
FAIM	XM_065412942.1#FAIM
FAIM	XM_065412940.1#FAIM
CEP70	XM_065412934.1#CEP70
CEP70	XM_065412935.1#CEP70
CEP70	XM_065412936.1#CEP70
ESYT3	XM_065413568.1#ESYT3
CFAP221	XM_065413745.1#CFAP221
SCTR	XM_065413256.1#SCTR
TMEM37	XM_065412891.1#TMEM37
DBI	XM_065413127.1#DBI
DBI	XM_065413128.1#DBI
C11H2orf76	XM_065413484.1#C11H2orf76
C11H2orf76	XM_065413482.1#C11H2orf76
C11H2orf76	XM_065413481.1#C11H2orf76
C11H2orf76	XM_065413485.1#C11H2orf76
STEAP3	XM_065413133.1#STEAP3
C1QL2	XM_065413717.1#C1QL2
MARCO	XM_065412926.1#MARCO
EN1	XM_065413787.1#EN1
INSIG2	XM_065413112.1#INSIG2
INSIG2	XM_065413113.1#INSIG2
CCDC93	XM_065413461.1#CCDC93
LOC135885868	XM_065413776.1#LOC135885868
DDX18	XM_065413194.1#DDX18
DPP10	XM_065412943.1#DPP10
ACTR3	XM_065413196.1#ACTR3
SLC35F5	XM_065413585.1#SLC35F5
GPR39	XM_065413812.1#GPR39
LYPD1	XM_065413856.1#LYPD1
NCKAP5	XM_065413737.1#NCKAP5
MGAT5	XM_065413559.1#MGAT5
TMEM163	XM_065413845.1#TMEM163
ACMSD	XM_065413734.1#ACMSD
CCNT2	XM_065413370.1#CCNT2
CCNT2	XM_065413371.1#CCNT2
CCNT2	XM_065413372.1#CCNT2
MAP3K19	XM_065413756.1#MAP3K19
RAB3GAP1	XM_065413106.1#RAB3GAP1
ZRANB3	XM_065413674.1#ZRANB3
R3HDM1	XM_065413729.1#R3HDM1
UBXN4	XM_065413727.1#UBXN4
UBXN4	XM_065413728.1#UBXN4
LCT	XM_065413421.1#LCT
MCM6	XM_065413494.1#MCM6
DARS1	XM_065413117.1#DARS1
CXCR4	XM_065413236.1#CXCR4
THSD7B	XM_065413579.1#THSD7B
HNMT	XM_065413600.1#HNMT
SPOPL	XM_065413614.1#SPOPL
SPOPL	XM_065413615.1#SPOPL
NXPH2	XM_065413722.1#NXPH2
LOC135885864	XM_065413771.1#LOC135885864
LOC135885737	XM_065413644.1#LOC135885737
LRP1B	XM_065413676.1#LRP1B
KYNU	XM_065413504.1#KYNU
ARHGAP15	XM_065413739.1#ARHGAP15
GTDC1	XM_065413468.1#GTDC1
ZEB2	XM_065413850.1#ZEB2
ACVR2A	XM_065413217.1#ACVR2A
ORC4	XM_065413351.1#ORC4
MBD5	XM_065413627.1#MBD5
MBD5	XM_065413629.1#MBD5
EPC2	XM_065413208.1#EPC2
KIF5C	XM_065413242.1#KIF5C
KIF5C	XM_065413243.1#KIF5C
LYPD6B	XM_065413816.1#LYPD6B
LYPD6	XM_065413822.1#LYPD6
MMADHC	XM_065413431.1#MMADHC
RND3	XM_065413440.1#RND3
RBM43	XM_065413558.1#RBM43
NMI	XM_065413680.1#NMI
TNFAIP6	XM_065413814.1#TNFAIP6
RIF1	XM_065413157.1#RIF1
NEB	XM_065413682.1#NEB
ARL5A	XM_065413167.1#ARL5A
CACNB4	XM_065413466.1#CACNB4
CACNB4	XM_065413465.1#CACNB4
STAM2	XM_065413464.1#STAM2
STAM2	XM_065413462.1#STAM2
FMNL2	XM_065413183.1#FMNL2
FMNL2	XM_065413185.1#FMNL2
FMNL2	XM_065413184.1#FMNL2
PRPF40A	XM_065413805.1#PRPF40A
PRPF40A	XM_065413799.1#PRPF40A
PRPF40A	XM_065413800.1#PRPF40A
PRPF40A	XM_065413803.1#PRPF40A
PRPF40A	XM_065413802.1#PRPF40A
PRPF40A	XM_065413801.1#PRPF40A
ARL6IP6	XM_065413135.1#ARL6IP6
ARL6IP6	XM_065413136.1#ARL6IP6
RPRM	XM_065413851.1#RPRM
GALNT13	XM_065413193.1#GALNT13
KCNJ3	XM_065413244.1#KCNJ3
NR4A2	XM_065413363.1#NR4A2
GPD2	XM_065413229.1#GPD2
GALNT5	XM_065413724.1#GALNT5
ERMN	XM_065413843.1#ERMN
CYTIP	XM_065413733.1#CYTIP
ACVR1C	XM_065413849.1#ACVR1C
ACVR1C	XM_065413848.1#ACVR1C
ACVR1C	XM_065413847.1#ACVR1C
ACVR1C	XM_065413846.1#ACVR1C
ACVR1	XM_065413844.1#ACVR1
UPP2	XM_065413696.1#UPP2
CCDC148	XM_065413685.1#CCDC148
PKP4	XM_065413829.1#PKP4
PKP4	XM_065413827.1#PKP4
PKP4	XM_065413828.1#PKP4
PKP4	XM_065413826.1#PKP4
DAPL1	XM_065413652.1#DAPL1
TANC1	XM_065413377.1#TANC1
WDSUB1	XM_065413399.1#WDSUB1
BAZ2B	XM_065413148.1#BAZ2B
LOC135885652	XM_065413492.1#LOC135885652
MARCHF7	XM_065413409.1#MARCHF7
MARCHF7	XM_065413408.1#MARCHF7
MARCHF7	XM_065413412.1#MARCHF7
MARCHF7	XM_065413411.1#MARCHF7
MARCHF7	XM_065413413.1#MARCHF7
MARCHF7	XM_065413410.1#MARCHF7
CD302	XM_065413414.1#CD302
LY75	XM_065413407.1#LY75
PLA2R1	XM_065413477.1#PLA2R1
PLA2R1	XM_065413476.1#PLA2R1
ITGB6	XM_065412952.1#ITGB6
RBMS1	XM_065412920.1#RBMS1
TANK	XM_065413591.1#TANK
PSMD14	XM_065413433.1#PSMD14
PSMD14	XM_065413434.1#PSMD14
TBR1	XM_065413571.1#TBR1
SLC4A10	XM_065413209.1#SLC4A10
SLC4A10	XM_065413210.1#SLC4A10
DPP4	XM_065413784.1#DPP4
GCG	XM_065413376.1#GCG
LOC135885297	XM_065412951.1#LOC135885297
IFIH1	XM_065412872.1#IFIH1
GCA	XM_065413853.1#GCA
KCNH7	XM_065413350.1#KCNH7
FIGN	XM_065413768.1#FIGN
GRB14	XM_065413445.1#GRB14
COBLL1	XM_065413632.1#COBLL1
SLC38A11	XM_065413721.1#SLC38A11
LOC135885537	XM_065413301.1#LOC135885537
LOC135885537	XM_065413299.1#LOC135885537
LOC135885537	XM_065413295.1#LOC135885537
LOC135885537	XM_065413297.1#LOC135885537
LOC135885537	XM_065413302.1#LOC135885537
LOC135885537	XM_065413293.1#LOC135885537
LOC135885537	XM_065413288.1#LOC135885537
LOC135885537	XM_065413287.1#LOC135885537
LOC135885537	XM_065413300.1#LOC135885537
LOC135885537	XM_065413296.1#LOC135885537
